C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_15_59_399.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_15_59_399.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_15_59_399.jpg, 0, 0, 0, 7.856265E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_15_59_498.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_15_59_498.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_15_59_498.jpg, 0, 0, 0, 7.762848E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_15_59_601.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_15_59_601.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_15_59_601.jpg, 0, 0, 0, 7.953145E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_15_59_701.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_15_59_701.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_15_59_701.jpg, 0, 0, 0, 7.83377E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_15_59_802.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_15_59_802.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_15_59_802.jpg, 0, 0, 0, 8.214953E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_15_59_908.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_15_59_908.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_15_59_908.jpg, 0, 0, 0, 7.841398E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_00_011.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_00_011.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_00_011.jpg, 0, 0, 0, 7.79844E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_00_115.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_00_115.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_00_115.jpg, 0, 0, 0, 7.898117E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_00_217.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_00_217.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_00_217.jpg, 0, 0, 0, 7.826174E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_00_318.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_00_318.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_00_318.jpg, 0, 0, 0, 7.968652E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_00_425.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_00_425.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_00_425.jpg, 0, 0, 0, 7.794787E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_00_526.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_00_526.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_00_526.jpg, 0, 0, 0, 7.878966E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_00_632.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_00_632.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_00_632.jpg, 0, 0, 0, 7.770881E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_00_737.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_00_737.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_00_737.jpg, 0, 0, 0, 8.340943E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_00_843.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_00_843.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_00_843.jpg, 0, 0, 0, 7.831759E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_00_946.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_00_946.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_00_946.jpg, 0, 0, 0, 7.845257E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_01_048.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_01_048.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_01_048.jpg, 0, 0, 0, 7.781546E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_01_151.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_01_151.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_01_151.jpg, 0, 0, 0, 7.82229E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_01_255.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_01_255.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_01_255.jpg, 0, 0, 0, 7.971632E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_01_359.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_01_359.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_01_359.jpg, 0, 0, 0, 7.839267E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_01_462.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_01_462.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_01_462.jpg, 0, 0, 0, 7.883579E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_01_564.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_01_564.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_01_564.jpg, 0, 0, 0, 7.945787E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_01_666.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_01_666.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_01_666.jpg, 0, 0, 0, 7.836376E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_01_767.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_01_767.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_01_767.jpg, 0, 0, 0, 7.812311E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_01_870.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_01_870.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_01_870.jpg, 0, 0, 0, 7.816118E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_01_973.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_01_973.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_01_973.jpg, 0, 0, 0, 7.809413E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_02_075.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_02_075.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_02_075.jpg, 0, 0, 0, 7.867085E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_02_176.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_02_176.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_02_176.jpg, 0, 0, 0, 7.845106E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_02_280.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_02_280.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_02_280.jpg, 0, 0, 0, 7.854138E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_02_385.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_02_385.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_02_385.jpg, 0, 0, 0, 7.994889E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_02_487.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_02_487.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_02_487.jpg, 0, 0, 0, 7.817721E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_02_587.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_02_587.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_02_587.jpg, 0, 0, 0, 7.848009E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_02_693.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_02_693.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_02_693.jpg, 0, 0, 0, 7.868833E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_02_794.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_02_794.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_02_794.jpg, 0, 0, 0, 7.87185E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_02_896.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_02_896.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_02_896.jpg, 0, 0, 0, 7.943192E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_03_000.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_03_000.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_03_000.jpg, 0, 0, 0, 7.970458E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_03_100.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_03_100.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_03_100.jpg, 0, 0, 0, 7.911292E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_03_202.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_03_202.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_03_202.jpg, 0, 0, 0, 7.899963E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_03_307.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_03_307.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_03_307.jpg, 0, 0, 0, 7.802941E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_03_411.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_03_411.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_03_411.jpg, 0, 0, 0, 7.844169E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_03_516.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_03_516.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_03_516.jpg, 0, 0, 0, 8.060558E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_03_618.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_03_618.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_03_618.jpg, 0, 0, 0, 7.84641E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_03_721.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_03_721.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_03_721.jpg, 0, 0, 0, 7.855744E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_03_822.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_03_822.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_03_822.jpg, 0, 0, 0, 7.860143E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_03_923.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_03_923.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_03_923.jpg, 0, 0, 0, 7.814081E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_04_027.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_04_027.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_04_027.jpg, 0, 0, 0, 7.949147E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_04_128.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_04_128.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_04_128.jpg, 0, 0, 0, 7.772683E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_04_229.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_04_229.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_04_229.jpg, 0, 0, 0, 8.032497E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_04_328.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_04_328.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_04_328.jpg, 0, 0, 0, 8.025127E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_04_433.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_04_433.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_04_433.jpg, 0, 0, 0, 7.782597E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_04_534.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_04_534.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_04_534.jpg, 0, 0, 0, 7.766535E-05
C:\Users\ravi\Downloads\simulator-windows-64\IMG\center_2024_07_20_22_16_04_636.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\left_2024_07_20_22_16_04_636.jpg, C:\Users\ravi\Downloads\simulator-windows-64\IMG\right_2024_07_20_22_16_04_636.jpg, 0, 0, 0, 7.814608E-05
